date,place,species,year,loc_date
24.07.2020,cygnes lot 8,crataegus-monogyna,1,"('cygnes lot 8', '24.07.2020')"
24.07.2020,cygnes lot 8,oenothera-biennis,1,"('cygnes lot 8', '24.07.2020')"
2020-08-03,dam,cymbalaria-muralis,1,"('dam', '2020-08-03')"
2020-08-03,dam,eupatorium-cannabinum,1,"('dam', '2020-08-03')"
16.06.2020,energie 1,campanula-rotundifolia,1,"('energie 1', '16.06.2020')"
16.06.2020,energie 1,galium-mollugo,1,"('energie 1', '16.06.2020')"
16.06.2020,energie 1,silene-vulgaris,1,"('energie 1', '16.06.2020')"
16.06.2020,energie 1,convolvulus-arvensis,1,"('energie 1', '16.06.2020')"
16.06.2020,energie 1,achillea-millefolium,1,"('energie 1', '16.06.2020')"
16.06.2020,energie 1,knautia-arvensis,1,"('energie 1', '16.06.2020')"
16.06.2020,energie 1,polygonum-aviculare,1,"('energie 1', '16.06.2020')"
2020-08-03,energie 1,seseli-libanotis,1,"('energie 1', '2020-08-03')"
2020-08-03,energie 1,campanula-rotundifolia,1,"('energie 1', '2020-08-03')"
2020-08-03,energie 2,clematis-vitalba,1,"('energie 2', '2020-08-03')"
2020-08-03,energie 2,hypericum-perforatum,1,"('energie 2', '2020-08-03')"
2020-08-03,energie 2,eupatorium-cannabinum,1,"('energie 2', '2020-08-03')"
2020-08-03,energie 2,lactuca-serriola,1,"('energie 2', '2020-08-03')"
06.06.2020,energie 3,reseda-lutea,1,"('energie 3', '06.06.2020')"
06.06.2020,energie 3,silene-vulgaris,1,"('energie 3', '06.06.2020')"
06.06.2020,energie 3,lactuca-serriola,1,"('energie 3', '06.06.2020')"
03.07.2020,football 1,epilobium-hirsutum,1,"('football 1', '03.07.2020')"
03.07.2020,football 1,eupatorium-cannabinum,1,"('football 1', '03.07.2020')"
03.07.2020,football 1,solanum-dulcamara,1,"('football 1', '03.07.2020')"
03.07.2020,football 1,stachys-palustris,1,"('football 1', '03.07.2020')"
03.07.2020,football 1,veronica-persica,1,"('football 1', '03.07.2020')"
2020-08-04,football 1,geranium-robertianum,1,"('football 1', '2020-08-04')"
2020-08-04,football 1,eupatorium-cannabinum,1,"('football 1', '2020-08-04')"
2020-08-04,football 1,cirsium-oleraceum,1,"('football 1', '2020-08-04')"
03.07.2020,football 2,clematis-vitalba,1,"('football 2', '03.07.2020')"
03.07.2020,football 2,lotus-corniculatus,1,"('football 2', '03.07.2020')"
03.07.2020,football 2,geum-urbanum,1,"('football 2', '03.07.2020')"
2020-08-04,football 2,viburnum-opulus,1,"('football 2', '2020-08-04')"
2020-08-04,football 2,angelica-sylvestris,1,"('football 2', '2020-08-04')"
2020-08-04,football 2,cirsium-arvense,1,"('football 2', '2020-08-04')"
2020-08-04,football 2,origanum-vulgare,1,"('football 2', '2020-08-04')"
03.07.2020,football 3,lotus-corniculatus,1,"('football 3', '03.07.2020')"
03.07.2020,football 3,senecio-jacobaea,1,"('football 3', '03.07.2020')"
03.07.2020,football 3,sedum-sexangulare,1,"('football 3', '03.07.2020')"
03.07.2020,football 3,centaurea-jacea,1,"('football 3', '03.07.2020')"
03.07.2020,football 4,origanum-vulgare,1,"('football 4', '03.07.2020')"
03.07.2020,football 5,cichorium-intybus,1,"('football 5', '03.07.2020')"
03.07.2020,football 5,pastinaca-sativa,1,"('football 5', '03.07.2020')"
2020-08-03,football 6,dipsacus-fullonum,1,"('football 6', '2020-08-03')"
2020-08-03,football 6,erigeron-annuus,1,"('football 6', '2020-08-03')"
2020-08-03,football 6,pastinaca-sativa,1,"('football 6', '2020-08-03')"
2020-08-03,football 6,alnus-glutinosa,1,"('football 6', '2020-08-03')"
2020-08-03,football 6,senecio-jacobaea,1,"('football 6', '2020-08-03')"
2020-08-03,football 6,origanum-vulgare,1,"('football 6', '2020-08-03')"
08.07.2020,frinvillier fabrique 1,campanula-rotundifolia,1,"('frinvillier fabrique 1', '08.07.2020')"
08.07.2020,frinvillier fabrique 2,prenanthes-purpurea,1,"('frinvillier fabrique 2', '08.07.2020')"
08.07.2020,frinvillier fabrique 2,rubus-fruticosus,1,"('frinvillier fabrique 2', '08.07.2020')"
08.07.2020,frinvillier fabrique 3,campanula-scheuchzeri,1,"('frinvillier fabrique 3', '08.07.2020')"
08.07.2020,frinvillier fabrique 3,campanula-trachelium,1,"('frinvillier fabrique 3', '08.07.2020')"
08.07.2020,frinvillier fabrique 4,filipendula-ulmaria,1,"('frinvillier fabrique 4', '08.07.2020')"
08.07.2020,frinvillier fabrique 4,eupatorium-cannabinum,1,"('frinvillier fabrique 4', '08.07.2020')"
08.07.2020,frinvillier fabrique 1,knautia-dipsacifolia,1,"('frinvillier fabrique 1', '08.07.2020')"
08.07.2020,frinvillier fabrique 1,verbascum-lynchitis,1,"('frinvillier fabrique 1', '08.07.2020')"
08.07.2020,frinvillier fabrique 1,verbascum-negris,1,"('frinvillier fabrique 1', '08.07.2020')"
08.07.2020,frinvillier fabrique 2,hypericum-perforatum,1,"('frinvillier fabrique 2', '08.07.2020')"
08.07.2020,frinvillier fabrique 2,melilotus-officianalis,1,"('frinvillier fabrique 2', '08.07.2020')"
08.07.2020,frinvillier fabrique 2,rubus-idaeus,1,"('frinvillier fabrique 2', '08.07.2020')"
08.07.2020,frinvillier fabrique 4,senecio-jacobaea,1,"('frinvillier fabrique 4', '08.07.2020')"
08.07.2020,frinvillier fabrique 4,verbascum-nigrum,1,"('frinvillier fabrique 4', '08.07.2020')"
08.07.2020,frinvillier fabrique 4,erigeron-annuus,1,"('frinvillier fabrique 4', '08.07.2020')"
2020-09-22,frinvillier ramp,ranunculus-acris,1,"('frinvillier ramp', '2020-09-22')"
2020-09-22,frinvillier ramp,lactuca-muralis,1,"('frinvillier ramp', '2020-09-22')"
2020-09-22,frinvillier ramp,lactuca-serriola,1,"('frinvillier ramp', '2020-09-22')"
2020-09-22,frinvillier ramp,solidago-virgaurea,1,"('frinvillier ramp', '2020-09-22')"
2020-08-07,gottstatt 1,rubus-caesius,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,rumex-obtusifolius,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,trifolium-pratense,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,cichorium-intybus,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,daucus-carota,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,lamium-maculatum,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,chaerophyllum-aureum,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,galium-mollugo,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,centaurea-jacea,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,silene-vulgaris,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,medicago-varia,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,erigeron-annuus,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,calystegia-sepium,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,lotus-corniculatus,1,"('gottstatt 1', '2020-08-07')"
2020-08-07,gottstatt 1,arctium-lappa,1,"('gottstatt 1', '2020-08-07')"
2020-08-16,gottstatt 2,galium-mollugo,1,"('gottstatt 2', '2020-08-16')"
2020-08-16,gottstatt 2,daucus-carota,1,"('gottstatt 2', '2020-08-16')"
2020-08-16,gottstatt 2,rumex-obtusifolius,1,"('gottstatt 2', '2020-08-16')"
2020-08-16,gottstatt 2,lotus-corniculatus,1,"('gottstatt 2', '2020-08-16')"
2020-08-16,gottstatt 2,medicago-varia,1,"('gottstatt 2', '2020-08-16')"
2020-08-16,gottstatt 2,knautia-arvensis,1,"('gottstatt 2', '2020-08-16')"
2020-08-16,gottstatt 2,acer-pseudoplatanus,1,"('gottstatt 2', '2020-08-16')"
2020-08-24,gottstatt 3,achillea-millefolium,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,cirsium-arvense,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,daucus-carota,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,erigeron-annuus,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,galium-mollugo,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,lotus-corniculatus,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,malva-moschata,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,plantago-media,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,rumex-obtusifolius,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,silene-vulgaris,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,solanum-dulcamara,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,solidago-canadensis,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,trifolium-pratense,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,vicia-cracca,1,"('gottstatt 3', '2020-08-24')"
2020-08-24,gottstatt 3,verbena-officinalis,1,"('gottstatt 3', '2020-08-24')"
2020-09-01,hayek 1,reseda-lutea,1,"('hayek 1', '2020-09-01')"
2020-09-01,hayek 1,cosmos-bipinnatus,1,"('hayek 1', '2020-09-01')"
2020-09-01,hayek 1,symphytum-officinale,1,"('hayek 1', '2020-09-01')"
2020-09-01,hayek 1,medicago-sativa,1,"('hayek 1', '2020-09-01')"
2020-07-28,jura 1,senecio-inaequidens,1,"('jura 1', '2020-07-28')"
2020-08-08,jura 1,dianthus-carthusianorum,1,"('jura 1', '2020-08-08')"
2020-08-08,jura 1,eupatorium-cannabinum,1,"('jura 1', '2020-08-08')"
2020-08-08,jura 1,knautia-arvensis,1,"('jura 1', '2020-08-08')"
2020-08-08,jura 1,origanum-vulgare,1,"('jura 1', '2020-08-08')"
09.07.2020,jura 2,verbascum-negris,1,"('jura 2', '09.07.2020')"
20.06.2020,jura 2,onobrychis-viciifolia,1,"('jura 2', '20.06.2020')"
20.06.2020,jura 2,securigea-varia,1,"('jura 2', '20.06.2020')"
28.06.2020,jura 2,chelidonium-majus,1,"('jura 2', '28.06.2020')"
28.06.2020,jura 2,malva-alcea,1,"('jura 2', '28.06.2020')"
28.06.2020,jura 2,silene-vulgaris,1,"('jura 2', '28.06.2020')"
28.06.2020,jura 2,reseda-lutea,1,"('jura 2', '28.06.2020')"
28.06.2020,jura 2,echium-vulgare,1,"('jura 2', '28.06.2020')"
28.06.2020,jura 2,calystegia-sepium,1,"('jura 2', '28.06.2020')"
28.06.2020,jura 2,geum-urbanum,1,"('jura 2', '28.06.2020')"
12.07.2020,lezard 1,malva-alcea,1,"('lezard 1', '12.07.2020')"
2020-08-04,lezard 1,galeopsis-tetrahit,1,"('lezard 1', '2020-08-04')"
2020-08-04,lezard 1,linaria-vulgaris,1,"('lezard 1', '2020-08-04')"
2020-08-04,lezard 1,cornus-sanguinea,1,"('lezard 1', '2020-08-04')"
2020-08-04,lezard 1,malva-alcea,1,"('lezard 1', '2020-08-04')"
2020-07-29,ligerz favorite,sedum-album,1,"('ligerz favorite', '2020-07-29')"
2020-07-29,ligerz favorite,crepis-capillaris,1,"('ligerz favorite', '2020-07-29')"
2020-07-27,lucherz bureli,bellis-perennis,1,"('lucherz bureli', '2020-07-27')"
2020-07-27,lucherz bureli,filipendula-ulmaria,1,"('lucherz bureli', '2020-07-27')"
2020-07-27,lucherz bureli,ranunculus-acris,1,"('lucherz bureli', '2020-07-27')"
2020-07-27,lucherz seestrasse,circaea-lutetiana,1,"('lucherz seestrasse', '2020-07-27')"
2020-07-27,lucherz seestrasse,filipendula-ulmaria,1,"('lucherz seestrasse', '2020-07-27')"
2020-07-27,lucherz seestrasse,chaerophyllum-temulum,1,"('lucherz seestrasse', '2020-07-27')"
2020-07-27,lucherz seestrasse,lythrum-salicaria,1,"('lucherz seestrasse', '2020-07-27')"
2020-07-27,lucherz seestrasse,knautia-maxima,1,"('lucherz seestrasse', '2020-07-27')"
2020-07-27,lucherz seestrasse,viburnum-lantana,1,"('lucherz seestrasse', '2020-07-27')"
2020-07-27,lucherz seestrasse,galium-mollugo,1,"('lucherz seestrasse', '2020-07-27')"
2020-07-27,lucherz seestrasse,heracleum-sphondylium,1,"('lucherz seestrasse', '2020-07-27')"
2020-07-27,lucherz seestrasse,urtica-dioica,1,"('lucherz seestrasse', '2020-07-27')"
2020-09-17,orvin petit moulin,trifolium-pratense,1,"('orvin petit moulin', '2020-09-17')"
2020-09-17,orvin petit moulin,knautia-arvensis,1,"('orvin petit moulin', '2020-09-17')"
2020-09-17,orvin petit moulin,trifolium-dubium,1,"('orvin petit moulin', '2020-09-17')"
2020-09-17,orvin petit moulin,galeopsis-tetrahit,1,"('orvin petit moulin', '2020-09-17')"
2020-09-17,orvin petit moulin,rubus-caesius,1,"('orvin petit moulin', '2020-09-17')"
2020-09-17,orvin petit moulin,prunus-spinosa,1,"('orvin petit moulin', '2020-09-17')"
2020-09-22,pery taubenlochweg,echium-vulgare,1,"('pery taubenlochweg', '2020-09-22')"
2020-09-22,pery taubenlochweg,centaurea-jacea,1,"('pery taubenlochweg', '2020-09-22')"
2020-09-22,pery taubenlochweg,galium-mollugo,1,"('pery taubenlochweg', '2020-09-22')"
2020-09-22,pery taubenlochweg,medicago-sativa,1,"('pery taubenlochweg', '2020-09-22')"
2020-09-22,pery taubenlochweg,silene-vulgaris,1,"('pery taubenlochweg', '2020-09-22')"
2020-09-22,pery taubenlochweg,verbascum-nigrum,1,"('pery taubenlochweg', '2020-09-22')"
2020-09-25,pieterlen stockweg,silene-dioica,1,"('pieterlen stockweg', '2020-09-25')"
2020-09-23,reichenbach,erigeron-canadensis,1,"('reichenbach', '2020-09-23')"
2020-09-23,reichenbach,cirsium-oleraceum,1,"('reichenbach', '2020-09-23')"
2020-09-23,reichenbach,reynoutria-japonica,1,"('reichenbach', '2020-09-23')"
2020-09-23,reichenbach,hieracium-aurantiacum,1,"('reichenbach', '2020-09-23')"
2020-09-23,reichenbach,eupatorium-cannabinum,1,"('reichenbach', '2020-09-23')"
2020-09-23,reichenbach,rubus-caesius,1,"('reichenbach', '2020-09-23')"
2020-09-23,reichenbach,mentha-aquatica,1,"('reichenbach', '2020-09-23')"
2020-09-23,reichenbach,cirsium-arvense,1,"('reichenbach', '2020-09-23')"
2020-09-23,reichenbach,tragopogon-pratensis,1,"('reichenbach', '2020-09-23')"
2020-09-22,rondchatel,geranium-pyrenaicum,1,"('rondchatel', '2020-09-22')"
2020-09-22,rondchatel,achillea-millefolium,1,"('rondchatel', '2020-09-22')"
2020-09-22,rondchatel,picris-hieracioides,1,"('rondchatel', '2020-09-22')"
2020-09-22,rondchatel,urtica-dioica,1,"('rondchatel', '2020-09-22')"
2020-09-22,rondchatel,solidago-canadensis,1,"('rondchatel', '2020-09-22')"
2020-09-22,rondchatel,calystegia-sepium,1,"('rondchatel', '2020-09-22')"
2020-09-22,rondchatel,lamium-maculatum,1,"('rondchatel', '2020-09-22')"
2020-09-22,rondchatel,erigeron-annuus,1,"('rondchatel', '2020-09-22')"
2020-08-11,rue alfred-aebi,urtica-dioica,1,"('rue alfred-aebi', '2020-08-11')"
2020-08-11,rue alfred-aebi,ligustrum-sinense,1,"('rue alfred-aebi', '2020-08-11')"
2020-08-11,rue alfred-aebi,symphoricarpos-albus,1,"('rue alfred-aebi', '2020-08-11')"
2020-08-11,rue alfred-aebi,acer-pseudoplatanus,1,"('rue alfred-aebi', '2020-08-11')"
2020-08-11,rue alfred-aebi,corylus-avellana,1,"('rue alfred-aebi', '2020-08-11')"
2020-08-11,rue alfred-aebi,acer-pseudoplatanus,1,"('rue alfred-aebi', '2020-08-11')"
2020-08-11,rue alfred-aebi,sambucus-nigra,1,"('rue alfred-aebi', '2020-08-11')"
2020-08-12,rue alfred-aebi,viburnum-rhytidophyllum,1,"('rue alfred-aebi', '2020-08-12')"
11.07.2020,rue centrale,lathyrus-latifolius,1,"('rue centrale', '11.07.2020')"
11.07.2020,rue centrale,malva-moschata,1,"('rue centrale', '11.07.2020')"
11.07.2020,rue centrale,stachys-byzantina,1,"('rue centrale', '11.07.2020')"
11.07.2020,rue centrale,dianthus-armeria,1,"('rue centrale', '11.07.2020')"
11.07.2020,rue centrale,rubus-caesius,1,"('rue centrale', '11.07.2020')"
2020-08-23,rue de leau 1,achillea-millefolium,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,buddleja-davidii,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,daucus-carota,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,solanum-nigrum,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,stachys-recta,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,centaurea-scabiosa,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,lotus-corniculatus,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,hypericum-perforatum,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,oenothera-biennis,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,centaurea-jacea,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,centaurea-jacea,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,trifolium-pratense,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,melilotus-albus,1,"('rue de leau 1', '2020-08-23')"
2020-08-23,rue de leau 1,erigeron-canadensis,1,"('rue de leau 1', '2020-08-23')"
2020-08-01,rue de leau 2,brassica-napus,1,"('rue de leau 2', '2020-08-01')"
2020-08-03,rue de leau 2,crepis-capillaris,1,"('rue de leau 2', '2020-08-03')"
2020-08-03,rue de leau 2,silene-vulgaris,1,"('rue de leau 2', '2020-08-03')"
2020-08-03,rue de leau 2,picris-hieracioides,1,"('rue de leau 2', '2020-08-03')"
2020-08-01,rue de leau 3,oenothera-biennis,1,"('rue de leau 3', '2020-08-01')"
2020-08-01,rue de leau 3,silene-vulgaris,1,"('rue de leau 3', '2020-08-01')"
2020-08-01,rue de leau 3,silene-latifolia,1,"('rue de leau 3', '2020-08-01')"
2020-08-01,rue de leau 3,reseda-lutea,1,"('rue de leau 3', '2020-08-01')"
2020-08-01,rue de leau 3,centaurea-scabiosa,1,"('rue de leau 3', '2020-08-01')"
2020-08-01,rue de leau 3,tragopogon-pratensis,1,"('rue de leau 3', '2020-08-01')"
2020-08-01,rue de leau 3,daucus-carota,1,"('rue de leau 3', '2020-08-01')"
2020-08-17,rue de leau 4,galium-mollugo,1,"('rue de leau 4', '2020-08-17')"
2020-08-17,rue de leau 4,erigeron-canadensis,1,"('rue de leau 4', '2020-08-17')"
2020-08-17,rue de leau 4,lotus-corniculatus,1,"('rue de leau 4', '2020-08-17')"
2020-08-17,rue de leau 4,rumex-obtusifolius,1,"('rue de leau 4', '2020-08-17')"
2020-08-17,rue de leau 4,trifolium-pratense,1,"('rue de leau 4', '2020-08-17')"
2020-08-17,rue de leau 4,daucus-carota,1,"('rue de leau 4', '2020-08-17')"
2020-08-17,rue de leau 4,silene-vulgaris,1,"('rue de leau 4', '2020-08-17')"
2020-08-17,rue de leau 4,achillea-millefolium,1,"('rue de leau 4', '2020-08-17')"
2020-08-17,rue de leau 4,melilotus-albus,1,"('rue de leau 4', '2020-08-17')"
2020-08-17,rue de leau 4,stachys-recta,1,"('rue de leau 4', '2020-08-17')"
2020-08-17,rue de leau 4,centaurea-scabiosa,1,"('rue de leau 4', '2020-08-17')"
2020-08-17,rue de leau 4,centaurea-jacea,1,"('rue de leau 4', '2020-08-17')"
2020-08-18,rue de leau 5,prunella-grandiflora,1,"('rue de leau 5', '2020-08-18')"
2020-08-18,rue de leau 5,eupatorium-serotinum,1,"('rue de leau 5', '2020-08-18')"
2020-08-18,rue de leau 5,leucanthemum-vulgare,1,"('rue de leau 5', '2020-08-18')"
2020-08-18,rue de leau 5,lotus-corniculatus,1,"('rue de leau 5', '2020-08-18')"
2020-08-18,rue de leau 5,daucus-carota,1,"('rue de leau 5', '2020-08-18')"
2020-08-18,rue de leau 5,trifolium-pratense,1,"('rue de leau 5', '2020-08-18')"
2020-08-18,rue de leau 5,silene-vulgaris,1,"('rue de leau 5', '2020-08-18')"
2020-08-18,rue de leau 5,achillea-millefolium,1,"('rue de leau 5', '2020-08-18')"
2020-08-20,saint ursanne falls,myosoton-aquaticum,1,"('saint ursanne falls', '2020-08-20')"
2020-08-20,saint ursanne falls,impatiens-glandulifera,1,"('saint ursanne falls', '2020-08-20')"
2020-08-15,salome 1,mentha-spicata,1,"('salome 1', '2020-08-15')"
2020-08-15,salome 1,artemisia-vulgaris,1,"('salome 1', '2020-08-15')"
2020-08-15,salome 1,populus-alba,1,"('salome 1', '2020-08-15')"
2020-08-15,salome 1,alnus-glutinosa,1,"('salome 1', '2020-08-15')"
2020-08-15,salome 1,salix-alba,1,"('salome 1', '2020-08-15')"
2020-08-15,salome 1,salix-purpurea,1,"('salome 1', '2020-08-15')"
2020-08-15,salome 1,sambucus-nigra,1,"('salome 1', '2020-08-15')"
2020-08-15,salome 1,crataegus-monogyna,1,"('salome 1', '2020-08-15')"
05.06.2020,salome 2,galium-mollugo,1,"('salome 2', '05.06.2020')"
23.07.2020,salome 2,echium-vulgare,1,"('salome 2', '23.07.2020')"
24.07.2020,salome 2,sedum-sexangulare,1,"('salome 2', '24.07.2020')"
24.07.2020,salome 2,sedum-album,1,"('salome 2', '24.07.2020')"
05.06.2020,salome 3,senecio-inaequidens,1,"('salome 3', '05.06.2020')"
05.06.2020,salome 3,sedum-album,1,"('salome 3', '05.06.2020')"
03.06.2020,salome 4,galium-album,1,"('salome 4', '03.06.2020')"
03.06.2020,salome 4,sedum-album,1,"('salome 4', '03.06.2020')"
24.06.2020,salome 5,cirsium-palustre,1,"('salome 5', '24.06.2020')"
24.06.2020,salome 5,erigeron-annuus,1,"('salome 5', '24.06.2020')"
24.06.2020,salome 5,sysimbrium-officinale,1,"('salome 5', '24.06.2020')"
24.06.2020,salome 5,urtica-dioica,1,"('salome 5', '24.06.2020')"
24.06.2020,salome 5,galium-mollugo,1,"('salome 5', '24.06.2020')"
24.06.2020,salome 5,mentha-spicata,1,"('salome 5', '24.06.2020')"
24.06.2020,salome 5,oenothera-biennis,1,"('salome 5', '24.06.2020')"
24.06.2020,salome 5,geranium-pyrenaicum,1,"('salome 5', '24.06.2020')"
24.06.2020,salome 5,hypericum-maculatum,1,"('salome 5', '24.06.2020')"
24.06.2020,salome 5,medicago-sativa,1,"('salome 5', '24.06.2020')"
04.07.2020,schlosslifeld 1,dipsacus-fullonum,1,"('schlosslifeld 1', '04.07.2020')"
04.07.2020,schlosslifeld 1,cichorium-intybus,1,"('schlosslifeld 1', '04.07.2020')"
04.07.2020,schlosslifeld 1,echium-vulgare,1,"('schlosslifeld 1', '04.07.2020')"
04.07.2020,schlosslifeld 2,potentilla-reptans,1,"('schlosslifeld 2', '04.07.2020')"
04.07.2020,schlosslifeld 2,echium-vulgare,1,"('schlosslifeld 2', '04.07.2020')"
04.07.2020,schlosslifeld 2,silene-latifolia,1,"('schlosslifeld 2', '04.07.2020')"
04.07.2020,schlosslifeld 2,cichorium-intybus,1,"('schlosslifeld 2', '04.07.2020')"
04.07.2020,schlosslifeld 2,malva-alcea,1,"('schlosslifeld 2', '04.07.2020')"
2020-08-19,schlosslifeld 2,galeopsis-tetrahit,1,"('schlosslifeld 2', '2020-08-19')"
2020-08-19,schlosslifeld 2,silene-latifolia,1,"('schlosslifeld 2', '2020-08-19')"
2020-08-19,schlosslifeld 2,polygonum-aviculare,1,"('schlosslifeld 2', '2020-08-19')"
2020-08-19,schlosslifeld 2,echium-vulgare,1,"('schlosslifeld 2', '2020-08-19')"
2020-08-19,schlosslifeld 2,chaenorhinum-minus,1,"('schlosslifeld 2', '2020-08-19')"
2020-08-19,schlosslifeld 2,geranium-pusillum,1,"('schlosslifeld 2', '2020-08-19')"
2020-08-19,schlosslifeld 2,acer-pseudoplatanus,1,"('schlosslifeld 2', '2020-08-19')"
2020-08-19,schlosslifeld 2,dianthus-armeria,1,"('schlosslifeld 2', '2020-08-19')"
04.07.2020,schlosslifeld 3,filipendula-ulmaria,1,"('schlosslifeld 3', '04.07.2020')"
04.07.2020,schlosslifeld 3,echium-vulgare,1,"('schlosslifeld 3', '04.07.2020')"
04.07.2020,schlosslifeld 3,melilotus-albus,1,"('schlosslifeld 3', '04.07.2020')"
04.07.2020,schlosslifeld 3,ranunculus-acris,1,"('schlosslifeld 3', '04.07.2020')"
04.07.2020,schlosslifeld 3,tragopogon-pratensis,1,"('schlosslifeld 3', '04.07.2020')"
